Timestamp,Value
1708172400,427.04752657658815
1708172460,427.16446835947875
1708172520,427.16446835947875
1708172580,427.16446835947875
1708172640,427.16446835947875
1708172700,427.16446835947875
1708172760,426.0218773742328
1708172820,426.0218773742328
1708172880,426.0218773742328
1708172940,426.0218773742328
1708173000,426.0218773742328
1708173060,426.07442365830633
1708173120,426.07442365830633
1708173180,426.07442365830633
1708173240,426.07442365830633
1708173300,426.07442365830633
1708173360,425.62814014973696
1708173420,425.62814014973696
1708173480,425.62814014973696
1708173540,425.62814014973696
1708173600,425.62814014973696
1708173660,424.44247117817997
1708173720,424.44247117817997
1708173780,424.44247117817997
1708173840,424.44247117817997
1708173900,424.44247117817997
1708173960,425.0014329671387
1708174020,425.0014329671387
1708174080,425.0014329671387
1708174140,425.0014329671387
1708174200,425.0014329671387
1708174260,425.21972983221747
1708174320,425.21972983221747
1708174380,425.21972983221747
1708174440,425.21972983221747
1708174500,425.21972983221747
1708174560,425.5204451839594
1708174620,425.5204451839594
1708174680,425.5204451839594
1708174740,425.5204451839594
1708174800,425.5204451839594
1708174860,424.70822027239564
1708174920,424.70822027239564
1708174980,424.70822027239564
1708175040,424.70822027239564
1708175100,424.70822027239564
1708175160,424.7430757895972
1708175220,424.7430757895972
1708175280,424.7430757895972
1708175340,424.7430757895972
1708175400,424.7430757895972
1708175460,423.33265932904726
1708175520,423.33265932904726
1708175580,423.33265932904726
1708175640,423.33265932904726
1708175700,423.33265932904726
1708175760,423.7079582894794
1708175820,423.7079582894794
1708175880,423.7079582894794
1708175940,423.7079582894794
1708176000,423.7079582894794
1708176060,423.60527432339484
1708176120,423.60527432339484
1708176180,423.60527432339484
1708176240,423.60527432339484
1708176300,423.60527432339484
1708176360,423.17717991315857
1708176420,423.17717991315857
1708176480,423.17717991315857
1708176540,423.17717991315857
1708176600,423.17717991315857
1708176660,423.48858170623475
1708176720,423.48858170623475
1708176780,423.48858170623475
1708176840,423.48858170623475
1708176900,423.48858170623475
1708176960,423.72542757570193
1708177020,423.72542757570193
1708177080,423.72542757570193
1708177140,423.72542757570193
1708177200,423.72542757570193
1708177260,423.43675523427186
1708177320,423.43675523427186
1708177380,423.43675523427186
1708177440,423.43675523427186
1708177500,423.43675523427186
1708177560,423.26516310113834
1708177620,423.26516310113834
1708177680,423.26516310113834
1708177740,423.26516310113834
1708177800,423.26516310113834
1708177860,422.76370322578373
1708177920,422.76370322578373
1708177980,422.76370322578373
1708178040,422.76370322578373
1708178100,422.76370322578373
1708178160,422.8543718666376
1708178220,422.8543718666376
1708178280,422.8543718666376
1708178340,422.8543718666376
1708178400,422.8543718666376
1708178460,421.0615690648743
1708178520,421.0615690648743
1708178580,421.0615690648743
1708178640,421.0615690648743
1708178700,421.0615690648743
1708178760,422.5291829031354
1708178820,422.5291829031354
1708178880,422.5291829031354
1708178940,422.5291829031354
1708179000,422.5291829031354
1708179060,421.32059068436405
1708179120,421.32059068436405
1708179180,421.32059068436405
1708179240,421.32059068436405
1708179300,421.32059068436405
1708179360,423.0463955896796
1708179420,423.0463955896796
1708179480,423.0463955896796
1708179540,423.0463955896796
1708179600,423.0463955896796
1708179660,423.9314599498194
1708179720,423.9314599498194
1708179780,423.9314599498194
1708179840,423.9314599498194
1708179900,423.9314599498194
1708179960,424.9693182729736
1708180020,424.9693182729736
1708180080,424.9693182729736
1708180140,424.9693182729736
1708180200,424.9693182729736
1708180260,425.2446187201953
1708180320,425.2446187201953
1708180380,425.2446187201953
1708180440,425.2446187201953
1708180500,425.2446187201953
1708180560,425.2541977582825
1708180620,425.2541977582825
1708180680,425.2541977582825
1708180740,425.2541977582825
1708180800,425.2541977582825
1708180860,427.5815441074066
1708180920,427.5815441074066
1708180980,427.5815441074066
1708181040,427.5815441074066
1708181100,427.5815441074066
1708181160,427.80139133703125
1708181220,427.80139133703125
1708181280,427.80139133703125
1708181340,427.80139133703125
1708181400,427.80139133703125
1708181460,428.1365469297571
